,rho,alpha
0,2.002760410308838,0.9897769689559937
1,1.297311782836914,2.5565261840820312
2,1.5459089279174805,0.9860467910766602
3,2.5019631385803223,2.5426201820373535
4,0.8166933655738831,-2.16874098777771
5,1.3347781896591187,2.546506404876709
6,1.9788516759872437,-2.147566318511963
7,3.212229013442993,-0.5876855850219727
